AAPOS68	-0.315708935
AAPOS69	0.078393355
AAPOS70	-0.075130537
AAPOS71	-0.058993734
AAPOS72	0.082649790
AAPOS73	-0.180887446
AAPOS74	-0.154027417
AAPOS75	-0.037006427
AAPOS76	-0.058484007
AAPOS77	0.071354426
AAPOS78	0.299722642
AAPOS79	0.087252781
AAPOS80	-0.018749170
AAPOS81	0.594253361
AAPOS82	0.355031222
AAPOS83	0.299851656
AAPOS84	0.021944346
AAPOS85	0.062171265
AAPOS86	0.085201174
AAPOS87	-0.002016361
AAPOS88	-0.478724360
AAPOS89	-0.056797266
AAPOS90	0.000793641
AAPOS91	-0.100926556
AAPOS92	0.005393205
AAPOS93	-0.121561103
AAPOS94	-0.645697355
AAPOS95	-0.050318077
AAPOS96	-0.061393630
AAPOS97	-0.127795413
AAPOS98	0.201658532
AAPOS99	0.184114620
AAPOS100	-0.081378870
AAPOS101	0.505811453
AAPOS102	0.064091086
AAPOS103	0.228618845
AAPOS104	0.088296562
AAPOS105	0.005331927
AAPOS106	-0.057915840
AAPOS107	0.051187452
AAPOS108	-0.110104129
AAPOS109	0.065152675
AAPOS110	-0.204398662
AAPOS111	-0.156739756
AAPOS112	0.033728603
AAPOS113	-0.428773969
AAPOS114	-0.310007095
AAPOS115	-0.046295080
AAPOS116	0.003694790
AAPOS117	0.061731648
AAPOS118	0.210738242
AAPOS119	0.167558253
AAPOS120	-0.057177737
AAPOS121	0.296945572
AAPOS122	0.380838931
AAPOS123	0.404828250
AAPOS124	-0.049925100
AAPOS125	-0.099299103
AAPOS126	-0.020653892
AAPOS127	-0.013939289
AAPOS128	-0.062740564
AAPOS129	-0.080906682
AAPOS130	-0.065880947
AAPOS131	-0.087571263
AAPOS132	-0.014031590
AAPOS133	-0.125100747
AAPOS134	-0.228511870
AAPOS135	-0.089950070
AAPOS136	-0.027698511
AAPOS137	-0.033317082
AAPOS138	0.066680908
AAPOS139	0.146223888
AAPOS140	-0.081770658
AAPOS141	0.235710487
AAPOS142	0.464543045
AAPOS143	0.607980549
AAPOS144	-0.079076223
AAPOS145	-0.091466345
AAPOS146	0.384510845
AAPOS147	0.002320708
AAPOS148	-0.180616885
AAPOS149	-0.123900764
AAPOS150	-0.295357674
AAPOS151	-0.040687989
AAPOS152	0.043496523
AAPOS153	0.013603790
AAPOS154	-0.220822603
AAPOS155	-0.024124211
AAPOS156	-0.045685496
AAPOS157	0.066856034
AAPOS158	-0.044953406
AAPOS159	0.267771780
AAPOS160	-0.055098474
AAPOS161	-0.053271413
AAPOS162	0.528109968
AAPOS163	0.665549517
AAPOS164	-0.096854635
AAPOS165	-0.141247258
AAPOS166	0.206836134
AAPOS167	0.030705627
AAPOS168	-0.188661188
AAPOS169	-0.116132952
AAPOS170	0.160881668
AAPOS171	0.125560522
AAPOS172	0.117514662
AAPOS173	0.012425211
AAPOS174	-0.253073931
AAPOS175	-0.082007617
AAPOS176	-0.006072784
AAPOS177	0.021015598
AAPOS178	0.027494105
AAPOS179	-0.131414935
AAPOS180	0.096446678
AAPOS181	-0.076567791
AAPOS182	0.181666777
AAPOS183	-0.103532501
AAPOS184	0.123548597
AAPOS185	0.158364028
AAPOS186	0.092967503
AAPOS187	0.060419355
AAPOS188	-0.032700919
AAPOS189	-0.048739530
AAPOS190	0.016621538
AAPOS191	-0.042900678
AAPOS192	0.083693743
AAPOS193	0.018658608
AAPOS194	0.142037615
AAPOS195	-0.252325267
AAPOS196	0.124641806
AAPOS197	0.184777692
AAPOS198	-0.255655706
AAPOS199	-0.212366879
AAPOS200	-0.012688038
AAPOS201	-0.011256821
AAPOS202	0.051806096
AAPOS203	-0.061650887
AAPOS204	-0.089612722
AAPOS205	-0.367456883
AAPOS206	-0.319518864
AAPOS207	0.108647361
AAPOS208	0.032586474
AAPOS209	0.339506269
AAPOS210	0.036678299
AAPOS211	0.167501479
AAPOS212	0.156305403
AAPOS213	0.191105992
AAPOS214	-0.199758813
AAPOS215	-0.067280404
AAPOS216	0.005216394
AAPOS217	0.140990242
AAPOS218	0.001073114
AAPOS219	-0.071530938
AAPOS220	-0.130934209
AAPOS221	0.009216772
AAPOS222	0.444413215
AAPOS223	0.317037940
AAPOS224	0.332641065
AAPOS225	-0.238189250
AAPOS226	0.317931414
AAPOS227	-0.147097930
AAPOS228	-0.098888054
AAPOS229	-0.117323950
AAPOS230	-0.077873372
AAPOS231	0.109940618
AAPOS232	-0.211946815
AAPOS233	-0.028540924
AAPOS234	-0.346664786
AAPOS235	-0.013500533
AAPOS236	-0.145395204
AAPOS237	0.068607017
AAPOS238	0.275881976
AAPOS239	-0.090504386
AAPOS240	-0.067404792
AAPOS241	0.137609959
AAPOS242	0.430405527
AAPOS243	0.479349226
AAPOS244	0.073567405
AAPOS245	0.035690688
AAPOS246	-0.059752304
AAPOS247	0.118857697
AAPOS248	-0.317239434
AAPOS249	0.134706929
AAPOS250	-0.174086586
AAPOS251	0.183324531
AAPOS252	0.035076082
AAPOS253	-0.068214834
AAPOS254	-0.417258769
AAPOS255	-0.137889758
AAPOS256	-0.130095020
AAPOS257	-0.179621100
AAPOS258	0.127916947
AAPOS259	0.034451049
AAPOS260	-0.132411495
AAPOS261	0.225772828
AAPOS262	0.299572349
AAPOS263	0.145059064
AAPOS264	0.005215590
AAPOS265	-0.271598577
AAPOS266	0.017940486
AAPOS267	0.065694682
AAPOS268	-0.252887815
AAPOS269	0.033428859
AAPOS270	-0.049815442
AAPOS271	-0.016778475
AAPOS272	0.171558887
AAPOS273	-0.060684811
AAPOS274	-0.299887300
AAPOS275	-0.173013896
AAPOS276	-0.211906090
AAPOS277	-0.028314695
AAPOS278	0.157044247
AAPOS279	0.091509275
AAPOS280	-0.014990098
AAPOS281	0.391588092
AAPOS282	0.118686020
AAPOS283	0.128464058
AAPOS284	0.037212554
AAPOS285	-0.020977003
AAPOS286	0.054484725
AAPOS287	-0.012371267
AAPOS288	-0.216278404
AAPOS289	0.010486861
AAPOS290	0.035408579
AAPOS291	-0.094653465
AAPOS292	0.025267573
AAPOS293	-0.090122327
AAPOS294	-0.323988050
AAPOS295	-0.053201303
AAPOS296	-0.076620094
AAPOS297	-0.063701965
AAPOS298	0.135940269
AAPOS299	0.058816116
AAPOS300	-0.090565637
AAPOS301	0.405869484
AAPOS302	0.310045451
AAPOS303	0.296233624
AAPOS304	-0.020119090
AAPOS305	-0.087243378
AAPOS306	0.067178935
AAPOS307	-0.015849503
AAPOS308	-0.239370584
AAPOS309	0.023912048
AAPOS310	0.015288266
AAPOS311	-0.103153788
AAPOS312	0.087860718
AAPOS313	-0.211189106
AAPOS314	-0.330686450
AAPOS315	-0.056692388
AAPOS316	-0.063484073
AAPOS317	-0.045838013
AAPOS318	-0.014547488
AAPOS319	0.171348944
AAPOS320	-0.105139673
AAPOS321	0.291170925
AAPOS322	0.345100045
AAPOS323	0.502205253
AAPOS324	0.054765817
AAPOS325	-0.041988209
AAPOS326	0.111528784
AAPOS327	-0.038545299
AAPOS328	-0.216130555
AAPOS329	-0.101979487
AAPOS330	-0.060912374
AAPOS331	-0.000820151
AAPOS332	0.071656153
AAPOS333	-0.120646343
AAPOS334	-0.279909760
AAPOS335	-0.026674280
AAPOS336	-0.126651376
AAPOS337	-0.057578705
AAPOS338	0.250721157
AAPOS339	0.260697424
AAPOS340	-0.118064359
AAPOS341	-0.227992058
AAPOS342	0.500801861
AAPOS343	0.631091714
AAPOS344	-0.017635528
AAPOS345	-0.023539368
AAPOS346	0.205984816
AAPOS347	0.014514497
AAPOS348	-0.073812805
AAPOS349	-0.045623701
AAPOS350	-0.128734887
AAPOS351	0.014510983
AAPOS352	0.094767645
AAPOS353	-0.016875306
AAPOS354	-0.212886289
AAPOS355	-0.151631713
AAPOS356	-0.029436478
AAPOS357	0.106960997
AAPOS358	0.061656047
AAPOS359	0.091533355
AAPOS360	-0.087899640
AAPOS361	0.026290135
AAPOS362	0.305120826
AAPOS363	0.398862928
AAPOS364	-0.031095106
AAPOS365	-0.138222605
AAPOS366	0.286683828
AAPOS367	0.001853711
AAPOS368	-0.110308461
AAPOS369	-0.192805931
AAPOS370	-0.174001411
AAPOS371	0.006436178
AAPOS372	0.175736651
AAPOS373	0.059729677
AAPOS374	-0.217097938
AAPOS375	-0.035153788
AAPOS376	0.001678002
AAPOS377	0.169474393
AAPOS378	-0.097782806
AAPOS379	-0.080282845
BIAS	0.131909758
