min_lenbin	9
max_lenbin	21
window_size	9
NV	43
NJ	51
NL	13
NC	380
TRAV1-1	0.709359348
TRAV1-2	1.409447432
TRAV10	0.165230528
TRAV12-1	0.265754253
TRAV12-2	0.509376466
TRAV12-3	-0.135481462
TRAV13-1	-0.142758265
TRAV13-2	0.011214438
TRAV14/DV4	0.868176043
TRAV16	-0.256675988
TRAV17	-0.154093117
TRAV19	0.815395176
TRAV2	-0.845885634
TRAV20	0.056230240
TRAV21	0.338988513
TRAV22	-0.015644819
TRAV23/DV6	-0.866980791
TRAV24	0.478252441
TRAV25	-0.207806841
TRAV26-1	-0.606974065
TRAV26-2	0.145985961
TRAV27	0.100573555
TRAV29/DV5	0.070873462
TRAV3	0.146418512
TRAV30	0.205452144
TRAV34	-0.227548987
TRAV35	-0.160470471
TRAV36/DV7	-0.436926126
TRAV38-1	0.100637048
TRAV38-2/DV8	0.405013144
TRAV39	-0.035874508
TRAV4	0.274854630
TRAV40	-0.291386396
TRAV41	-0.173721179
TRAV5	0.699937761
TRAV6	-0.559335828
TRAV8-1	-0.075779751
TRAV8-2	-0.178854883
TRAV8-3	-0.370053560
TRAV8-4	-0.621866107
TRAV8-6	-0.275880992
TRAV9-2	-1.033039808
UNKNOWN_TRAV	0.049375515
TRAJ10	0.113147691
TRAJ11	0.043144453
TRAJ12	-0.026224205
TRAJ13	0.029463459
TRAJ15	-0.021174433
TRAJ16	-0.049251143
TRAJ17	0.090117246
TRAJ18	-0.236254573
TRAJ20	0.093110673
TRAJ21	0.507759094
TRAJ22	-0.121916883
TRAJ23	-0.263990551
TRAJ24	-0.092101671
TRAJ26	0.150644660
TRAJ27	-0.474261522
TRAJ28	0.225198358
TRAJ29	-0.075849354
TRAJ3	0.039711665
TRAJ30	-0.067099951
TRAJ31	-0.123937622
TRAJ32	0.023498343
TRAJ33	0.182049945
TRAJ34	-0.105057962
TRAJ35	0.084894173
TRAJ36	0.254075170
TRAJ37	-0.498700738
TRAJ38	0.132411838
TRAJ39	0.230884686
TRAJ4	-0.047863849
TRAJ40	0.078074999
TRAJ41	-0.068398021
TRAJ42	-0.169613570
TRAJ43	-0.023650786
TRAJ44	0.139623851
TRAJ45	0.215136200
TRAJ47	-0.036143158
TRAJ48	0.261997074
TRAJ49	0.495397627
TRAJ5	-0.103453971
TRAJ50	-0.225376457
TRAJ52	-0.105598025
TRAJ53	0.036450468
TRAJ54	-0.167668313
TRAJ56	0.133910850
TRAJ57	0.173755288
TRAJ58	-0.299055219
TRAJ6	0.045587849
TRAJ7	0.135243163
TRAJ8	-0.050578218
TRAJ9	-0.192852944
UNKNOWN_TRAJ	0.146930069
L9	-0.229443327
L10	-0.038576875
L11	-0.057537347
L12	-0.178071395
L13	-0.266691953
L14	-0.272455692
L15	-0.110745311
L16	-0.019204883
L17	0.034569137
L18	0.104707450
L19	0.241236478
L20	0.351109445
L21	0.816067278
AAPOS0	-0.029313603
AAPOS1	0.173105985
AAPOS2	0.038776595
AAPOS3	0.033761103
AAPOS4	-0.021580961
AAPOS5	-0.035479810
AAPOS6	-0.014738000
AAPOS7	0.044992093
AAPOS8	-0.029080560
AAPOS9	-0.043099988
AAPOS10	0.015739683
AAPOS11	0.004589159
AAPOS12	0.025119161
AAPOS13	0.026370682
AAPOS14	-0.027865583
AAPOS15	-0.028414907
AAPOS16	-0.043242659
AAPOS17	-0.033799775
AAPOS18	-0.035971150
AAPOS19	-0.030264795
AAPOS20	0.049270783
AAPOS21	0.157141641
AAPOS22	0.382926613
AAPOS23	0.237841696
AAPOS24	0.114999317
AAPOS25	-0.021971896
AAPOS26	-0.019232787
AAPOS27	-0.085564569
AAPOS28	-0.128062055
AAPOS29	-0.050578468
AAPOS30	0.111344740
AAPOS31	0.110185176
AAPOS32	-0.185546666
AAPOS33	0.402720690
AAPOS34	-0.407071143
AAPOS35	0.044846773
